BuildingID,BuildingType,YearBuilt,MonthlyElectricityConsumption_kWh,PeakUsageTime_Hour,RenewableCapacity_kWh,RenewableType,RenewableContributionPercentage,EnergySource,EnergyEfficiency_kWh_per_m2,WeatherData_Temperature_C,WeatherData_SolarIntensity_Hours,WeatherData_WindSpeed_km_h
B002383,Commercial,1972.0,91.55,18,12948.7,Wind,36.61,Electricity,14.6,-8.93,3.77,5.62
B002384,Educational,2021.0,2494.36,7,13935.97,Hydro,68.08,Electricity,5.01,12.18,4.37,27.95
B002385,Agricultural,1992.0,946.32,4,0.0,Tidal,0.0,Coal,9.28,-6.79,1.32,77.93
B002386,Government,,204.32,7,11390.04,Hydro,58.55,Biomass,42.7,43.78,3.24,41.35
B002387,Sports,,105.61,13,5185.79,Solar,72.21,Electricity,32.58,7.69,2.07,78.92
B002388,Commercial,,276.65,15,1816.08,Geothermal,25.52,Mixed Sources,29.98,38.99,3.08,26.09
B002389,Industrial,,1414.15,12,14053.48,Wind,52.43,Electricity,15.45,-5.19,6.71,109.03
B002390,Residential,,63.75,8,1131.75,Geothermal,37.35,Electricity,36.94,-0.04,6.11,46.51
B002391,Residential,1983.0,172.32,3,6604.0,Wind,66.75,Electricity,16.97,42.57,3.88,107.31
B002392,Commercial,,490.95,0,10516.73,Wind,,Electricity,30.4,30.12,10.3,42.46
B002393,Industrial,,1663.35,20,12241.98,Wind,76.18,Biomass,8.29,-11.44,11.62,69.8
B002394,Residential,,23.27,11,5536.42,Hydro,77.7,Mixed Sources,38.37,32.13,4.57,99.48
B002395,Government,2010.0,278.08,15,1911.26,Solar,86.12,Mixed Sources,49.05,15.6,6.69,83.03
B002396,Commercial,,293.53,21,3924.98,Solar,60.74,Mixed Sources,39.06,-10.87,6.55,34.96
B002397,Hospitality,1981.0,241.81,4,5876.98,Wind,63.44,Electricity,49.45,-5.47,6.3,
B002398,Hospitality,,94.75,14,3868.99,Solar,87.62,Electricity,46.59,2.52,7.56,29.4
B002399,Residential,,326.91,10,12191.17,Hydro,55.35,Biomass,7.32,10.52,7.96,75.62
B002400,Residential,,41.52,20,8199.73,Wind,50.4,Electricity,46.63,36.26,11.72,77.77
B002401,Commercial,1992.0,348.71,21,11736.27,Wind,75.29,Electricity,38.92,-4.34,10.88,62.67
B002402,Industrial,1997.0,648.63,4,0.0,,0.0,Oil,12.22,35.91,9.06,6.66
B002403,Commercial,,233.2,22,8514.0,Solar,,Electricity,15.71,14.08,9.51,73.78
B002404,Residential,1990.0,20.38,0,3046.08,Wind,58.6,Electricity,27.96,24.2,1.29,37.93
B002405,Industrial,1994.0,399.66,23,7661.71,Wind,53.81,Electricity,28.36,1.0,10.4,12.15
B002406,Residential,,32.99,20,7668.79,Wind,33.4,Electricity,39.63,-8.71,7.99,81.05
B002407,Government,1996.0,1308.24,1,1902.73,Wind,68.55,Electricity,11.01,29.87,10.09,37.37
B002408,Residential,,77.97,20,8223.13,Wind,30.57,Biomass,24.0,6.52,3.98,55.45
B002409,Residential,,38.91,7,5124.38,Wind,40.54,Electricity,43.2,3.06,4.34,38.92
B002410,Agricultural,,220.35,16,2469.25,Solar,69.93,Electricity,27.85,24.8,7.36,78.1
B002411,Industrial,,224.94,9,11585.38,Wind,46.02,Electricity,38.71,-19.51,1.89,21.92
B002412,Residential,,42.57,0,10083.78,Wind,78.15,Electricity,47.89,21.69,2.16,67.86
B002413,Residential,,117.82,21,5992.71,Solar,,Electricity,10.21,-15.55,8.24,94.28
B002414,Government,,1031.23,18,3932.67,Geothermal,53.31,Electricity,13.42,10.45,9.18,4.38
B002415,Residential,1969.0,51.43,5,9048.42,Solar,59.39,Electricity,33.07,13.82,2.71,26.47
B002416,Educational,,442.97,19,11556.47,Hydro,46.72,Biomass,18.05,29.93,1.12,99.23
B002417,Commercial,1954.0,597.12,5,1142.93,,45.69,Biomass,14.78,-14.32,1.8,103.61
B002418,Residential,1973.0,324.49,9,908.46,Solar,76.17,Electricity,7.64,-12.26,11.78,80.54
B002419,Educational,,677.89,19,0.0,None,0.0,Oil,14.77,34.99,5.94,110.24
B002420,Educational,1986.0,186.5,4,15035.17,Hydro,41.02,Electricity,24.19,29.26,7.55,113.33
B002421,Religious,,402.2,0,922.67,Solar,75.2,Electricity,31.55,-13.22,9.15,98.13
B002422,Agricultural,,359.25,4,13412.14,Hydro,74.06,Electricity,27.86,3.39,0.5,48.68
B002423,Residential,,50.15,10,6845.42,Wind,32.56,Biomass,48.73,39.71,0.99,
B002424,Industrial,1981.0,453.46,5,4605.53,Solar,59.05,Electricity,29.29,35.8,3.95,93.84
B002425,Industrial,,541.19,10,5301.31,Solar,79.2,Biomass,16.4,-2.41,0.97,36.09
B002426,Residential,1975.0,16.43,14,1581.21,Wind,64.96,Electricity,42.44,20.58,7.71,84.74
B002427,Government,,790.94,3,9360.66,Wind,,Electricity,14.07,-5.14,6.56,87.85
B002428,Residential,,108.84,22,6767.77,Wind,45.23,Electricity,10.13,-2.14,11.05,86.96
B002429,Educational,,1013.77,18,11649.32,Hydro,52.03,Electricity,14.61,42.94,6.72,23.4
B002430,Residential,,118.09,1,1252.67,Solar,52.74,Electricity,16.17,24.67,1.97,105.46
B002431,Residential,,98.54,4,2780.79,Wind,49.72,Electricity,23.02,39.05,11.45,66.98
B002432,Commercial,,266.67,19,13102.28,Wind,83.72,Electricity,30.57,17.16,9.63,
B002433,Commercial,,413.27,21,5989.29,Hydro,74.36,Electricity,23.45,16.34,2.83,74.46
B002434,Commercial,,314.85,7,6646.26,Solar,71.08,Electricity,44.3,21.8,7.49,52.25
B002435,Educational,,1127.3,22,2339.88,Geothermal,25.11,Biomass,11.8,-7.12,3.44,19.6
B002436,Residential,,51.36,15,8859.88,Solar,55.44,Electricity,25.28,-18.32,2.65,67.92
B002437,Agricultural,,752.3,20,5483.55,Solar,73.81,Biomass,15.6,21.6,4.47,119.87
B002438,Residential,,25.7,2,7553.65,Solar,53.06,Mixed Sources,20.01,-3.51,2.01,89.48
B002439,Industrial,,3660.76,16,9213.93,Wind,35.2,Electricity,5.54,33.24,9.17,45.04
B002440,Retail,,55.95,1,8022.12,Solar,85.49,Electricity,47.22,34.05,8.22,7.23
B002441,Commercial,1954.0,424.98,7,14165.89,Wind,64.19,Biomass,7.79,34.22,9.93,119.04
B002442,Commercial,,133.42,0,9308.25,Solar,70.34,Biomass,47.21,44.63,2.27,1.86
B002443,Residential,,228.34,9,9634.79,Solar,98.21,Biomass,9.78,-9.96,4.73,52.15
B002444,Residential,,49.85,8,9173.06,Solar,57.52,Electricity,46.51,29.69,7.03,84.76
B002445,Industrial,2004.0,252.83,23,10466.52,Wind,,Mixed Sources,26.32,-10.88,6.34,52.76
B002446,Industrial,,298.14,16,18980.63,Hydro,65.44,Electricity,44.77,0.51,3.64,43.0
B002447,Retail,,162.87,15,4652.5,Wind,74.52,Biomass,38.83,25.24,5.29,31.6
B002448,Recreational,,83.63,1,3077.92,Geothermal,24.4,Electricity,49.2,8.32,10.13,83.07
B002449,Commercial,,162.9,16,4928.87,Biomass,38.75,Biomass,9.67,15.52,11.52,75.83
B002450,Residential,,35.81,18,19888.03,Hydro,74.85,Electricity,41.24,25.09,1.13,
B002451,Retail,1971.0,268.07,13,3085.58,Hydro,70.33,Electricity,30.28,-3.61,9.76,58.17
B002452,Commercial,,339.73,12,3860.37,Solar,86.95,Biomass,13.98,2.81,8.65,20.83
B002453,Commercial,2015.0,679.97,2,5960.14,Biomass,37.86,Electricity,7.6,16.34,5.15,76.99
B002454,Commercial,,187.41,2,2100.63,Wind,32.35,Electricity,35.53,9.03,0.92,67.14
B002455,Commercial,,403.08,19,4756.97,Hydro,78.72,Electricity,16.15,39.99,0.71,57.2
B002456,Residential,,77.4,10,10373.81,Hydro,40.34,Electricity,29.91,22.32,4.39,33.64
B002457,Industrial,,299.75,13,3308.31,Hydro,46.51,Mixed Sources,25.28,27.46,0.59,12.87
B002458,Agricultural,,348.73,7,10776.37,Wind,71.53,Biomass,28.96,0.27,3.37,109.19
B002459,Residential,,89.79,19,14439.87,Hydro,41.35,Mixed Sources,28.88,-19.08,8.35,11.29
B002460,Industrial,,301.65,15,0.0,Tidal,0.0,Coal,49.26,33.57,8.8,104.87
B002461,Residential,,242.33,22,4622.23,Solar,55.62,Electricity,9.11,41.07,1.16,87.14
B002462,Industrial,,127.3,17,18459.39,Hydro,59.31,Biomass,41.22,3.18,1.1,21.27
B002463,Residential,1911.0,83.35,17,3834.39,Solar,63.91,Electricity,27.88,-11.62,9.4,93.19
B002464,Religious,,1217.78,15,10393.42,Wind,52.39,Electricity,6.57,36.21,5.34,87.45
B002465,Religious,,137.89,18,6906.94,Hydro,44.38,Mixed Sources,45.68,8.89,3.65,113.6
B002466,Commercial,,939.09,3,9525.13,Solar,58.2,Electricity,13.42,40.17,1.04,60.11
B002467,Religious,,25.32,7,8639.56,Hydro,74.13,Electricity,41.17,27.2,2.43,107.86
B002468,Agricultural,1994.0,112.86,17,897.0,Solar,62.64,Electricity,40.3,36.79,7.3,89.82
B002469,Government,,252.84,20,5702.3,Solar,,Electricity,46.13,-5.3,5.0,90.01
B002470,Educational,,323.73,16,19164.04,Hydro,77.73,Electricity,45.92,-19.48,1.63,98.46
B002471,Commercial,,73.59,22,6400.74,Wind,,Electricity,48.1,-8.27,5.07,55.19
B002472,Residential,,60.59,13,3137.55,Wind,47.66,Electricity,22.31,17.41,5.49,57.07
B002473,Religious,,356.63,7,974.39,Solar,92.53,Electricity,27.3,-4.29,0.91,47.08
B002474,Residential,,34.49,15,7291.38,Solar,75.83,Electricity,41.64,25.23,7.57,27.54
B002475,Residential,,94.27,9,5388.16,Solar,54.66,Biomass,21.31,-1.89,0.02,72.75
B002476,Residential,,36.67,15,7329.31,Solar,52.62,Biomass,45.17,31.08,5.44,33.64
B002477,Industrial,1994.0,370.08,11,1114.78,Geothermal,25.11,Electricity,22.82,2.45,9.94,9.06
B002478,Residential,,21.74,15,3434.04,Geothermal,44.28,Electricity,30.97,35.72,0.75,84.48
B002479,Residential,,90.06,2,2925.69,Solar,63.56,Biomass,14.77,23.21,5.34,32.16
B002480,Recreational,2017.0,267.16,0,18333.75,Hydro,56.42,Electricity,34.86,-7.22,5.07,110.05
B002481,Residential,,118.44,23,8916.63,Wind,69.03,Electricity,24.77,2.8,1.41,4.77
B002482,Industrial,,509.97,5,4101.42,Hydro,66.78,Electricity,36.5,-16.83,3.96,72.11
B002483,Educational,,41.28,15,14472.06,Wind,38.71,Electricity,41.77,39.77,10.84,112.49
B002484,Residential,,37.02,2,686.8,Solar,88.4,Biomass,41.92,19.16,1.8,94.55
B002485,Residential,,60.81,1,8810.8,Wind,35.98,Electricity,13.72,12.48,2.44,119.38
B002486,Industrial,,156.7,7,3153.94,Solar,72.26,Biomass,49.19,7.81,1.29,110.34
B002487,Residential,,79.86,6,12099.32,Wind,40.9,Biomass,14.7,8.81,5.63,53.39
B002488,Healthcare,,109.92,4,8310.27,Solar,88.8,Electricity,13.55,-1.96,3.08,53.84
B002489,Commercial,,182.24,23,4827.89,Geothermal,,Electricity,45.4,-11.34,0.82,58.33
B002490,Government,2007.0,179.3,22,5640.91,Wind,54.41,Electricity,47.15,33.75,11.71,118.99
B002491,Healthcare,1992.0,49.95,0,187.2,Geothermal,35.55,Electricity,22.83,14.22,7.9,53.59
B002492,Government,1983.0,373.02,23,1177.81,Geothermal,33.49,Electricity,35.15,19.47,5.36,89.04
B002493,Industrial,1916.0,1859.64,15,831.61,Solar,85.26,Electricity,12.48,4.89,2.68,72.59
B002494,Recreational,,30.53,10,1055.91,Wind,42.27,Electricity,48.02,33.76,11.74,86.0
B002495,Commercial,1909.0,322.06,1,3516.07,Geothermal,34.3,Electricity,42.59,-4.81,2.4,76.99
B002496,Educational,,274.97,1,10111.57,Wind,45.56,Biomass,48.77,43.95,8.86,66.71
B002497,Residential,,15.4,4,3039.37,Solar,97.18,Electricity,43.72,18.82,5.38,91.65
B002498,Commercial,1925.0,200.58,14,7194.95,Solar,62.09,Mixed Sources,36.67,-7.49,11.02,69.38
B002499,Residential,,42.89,7,5594.75,Solar,50.44,Biomass,34.71,30.83,0.28,93.82
B002500,Educational,2021.0,545.42,19,15800.13,,53.03,Mixed Sources,27.38,4.07,4.14,46.54
B002501,Educational,,235.85,1,12477.89,Hydro,65.32,Electricity,26.24,-10.01,8.22,53.34
B002502,Residential,,24.05,19,4857.43,Geothermal,41.46,Biomass,45.21,0.32,3.12,14.74
B002503,Educational,,150.57,7,1416.1,Solar,95.8,Electricity,48.46,25.72,11.37,34.94
B002504,Residential,,144.07,15,6569.75,Solar,93.72,Electricity,9.2,-15.72,6.11,70.14
B002505,Residential,1998.0,244.46,18,2711.67,Wind,57.08,Electricity,10.08,18.99,10.48,83.88
B002506,Healthcare,2020.0,91.16,16,11749.38,Hydro,76.29,Electricity,30.74,34.66,4.65,53.61
B002507,Residential,,403.07,16,9480.82,Solar,91.36,Biomass,6.4,20.58,6.07,24.64
B002508,Educational,,263.73,13,3807.27,Hydro,40.52,Electricity,47.14,13.79,1.36,22.72
B002509,Educational,,458.79,21,14008.07,Hydro,66.16,Mixed Sources,15.69,36.58,3.05,90.6
B002510,Commercial,,256.58,11,1618.08,Wind,33.38,Electricity,23.83,0.57,1.62,58.22
B002511,Residential,,66.67,5,2271.68,Solar,50.87,Electricity,34.78,6.5,6.28,92.14
B002512,Commercial,,377.61,7,7535.7,Solar,74.46,Electricity,23.39,7.37,6.59,35.46
B002513,Religious,,820.85,20,6642.88,Solar,74.07,Mixed Sources,17.62,-0.55,1.05,75.16
B002514,Recreational,,615.41,19,2619.3,Geothermal,46.6,Electricity,6.31,21.11,0.21,117.71
B002515,Residential,1989.0,57.1,18,3679.25,Solar,66.94,Mixed Sources,46.04,-3.2,0.32,10.7
B002516,Commercial,2012.0,78.94,14,15019.13,Hydro,42.38,Electricity,45.14,18.04,5.71,99.74
B002517,Commercial,,789.61,10,18139.76,Hydro,55.33,Electricity,16.76,-15.95,7.79,10.46
B002518,Residential,2008.0,25.4,4,7676.56,Solar,84.21,Biomass,42.01,-5.91,8.38,80.27
B002519,Industrial,,1514.8,19,7335.0,Wind,60.57,Electricity,7.04,41.05,0.95,24.57
B002520,Residential,,133.74,16,14835.46,Hydro,59.57,Electricity,18.48,26.15,11.25,83.14
B002521,Residential,1926.0,56.96,10,6682.58,Hydro,44.19,Electricity,27.28,43.03,9.15,31.57
B002522,Commercial,,162.63,2,13247.69,Hydro,48.66,Electricity,30.45,-14.35,3.21,89.12
B002523,Commercial,1950.0,122.11,18,549.44,Geothermal,54.08,Electricity,49.36,14.21,5.39,21.6
B002524,Residential,,154.7,12,4800.96,Hydro,77.19,Biomass,13.63,4.27,6.51,21.92
B002525,Residential,,102.85,0,2800.62,,32.71,Electricity,23.52,-5.99,3.16,49.74
B002526,Commercial,,649.77,16,3790.93,Hydro,55.78,Electricity,10.64,34.31,9.89,57.79
B002527,Industrial,,623.66,20,5378.66,Hydro,77.17,Electricity,25.4,-4.77,5.48,81.15
B002528,Residential,2001.0,76.84,6,12945.81,Hydro,66.29,Electricity,31.75,31.75,2.18,30.34
B002529,Healthcare,,41.48,17,2082.79,Wind,62.51,Electricity,45.33,-8.22,6.35,90.57
B002530,Industrial,1970.0,127.23,18,8138.2,Wind,67.68,Electricity,40.0,16.62,10.07,71.72
B002531,Residential,2010.0,75.96,19,4061.5,Wind,59.51,Electricity,36.59,-5.06,10.97,75.44
B002532,Commercial,,250.07,17,9966.42,Wind,78.07,Biomass,44.96,-16.94,4.66,89.12
B002533,Educational,,531.55,5,13051.51,Wind,57.24,Electricity,10.39,4.82,7.76,105.64
B002534,Residential,,107.28,20,14706.49,Wind,61.8,Electricity,20.17,-13.9,1.95,24.61
B002535,Retail,,160.41,8,3992.48,Wind,,Electricity,39.89,35.48,8.08,46.83
B002536,Residential,2006.0,48.81,17,7574.9,Solar,94.43,Electricity,41.27,28.3,3.97,2.45
B002537,Residential,1992.0,71.52,17,1649.78,Geothermal,34.59,Electricity,21.45,33.55,3.74,29.96
B002538,Educational,,861.99,2,1820.82,Geothermal,47.36,Electricity,6.91,25.5,5.97,108.16
B002539,Industrial,,338.53,3,14666.18,Hydro,42.9,Electricity,38.99,32.2,0.44,23.08
B002540,Industrial,,415.15,16,7869.45,Hydro,79.68,Electricity,43.96,40.3,0.85,98.9
B002541,Commercial,,194.37,2,10243.32,Hydro,50.9,Biomass,46.05,-0.42,9.5,109.29
B002542,Residential,2015.0,90.21,21,14704.32,Hydro,51.85,Electricity,10.97,-7.91,10.27,105.52
B002543,Retail,2006.0,805.66,15,7716.73,Solar,88.75,Electricity,16.69,-13.44,7.91,81.82
B002544,Educational,,1662.2,4,13922.03,Wind,57.33,Electricity,7.88,35.08,11.61,9.63
B002545,Residential,,43.22,6,14545.56,Wind,50.2,Electricity,40.69,-12.26,7.15,17.79
B002546,Industrial,,758.64,5,9065.62,Solar,91.17,Electricity,14.22,31.62,3.39,51.48
B002547,Government,,265.0,23,3611.77,Biomass,29.33,Biomass,49.47,12.35,5.09,52.78
B002548,Commercial,2008.0,92.86,18,6935.78,Solar,62.94,Electricity,29.94,6.84,8.79,
B002549,Commercial,1985.0,597.36,14,9319.47,Solar,81.27,Electricity,21.53,29.37,9.98,80.43
B002550,Residential,,80.34,13,16139.74,Hydro,,Electricity,36.1,16.02,8.26,65.19
B002551,Government,1932.0,172.33,22,3505.21,Solar,91.76,Electricity,26.47,-5.31,8.96,22.82
B002552,Retail,,375.67,16,5733.24,Solar,55.8,Electricity,22.69,43.63,11.22,99.98
B002553,Commercial,2008.0,613.53,15,11084.57,Wind,53.9,Electricity,17.71,37.87,11.91,118.15
B002554,Residential,,49.85,7,438.89,Geothermal,46.58,Electricity,38.63,36.93,10.71,1.79
B002555,Educational,,203.4,3,3025.87,Geothermal,47.83,Electricity,28.08,11.32,10.52,47.34
B002556,Residential,,93.76,2,3933.39,Solar,65.81,Electricity,15.99,36.2,1.23,58.44
B002557,Residential,,63.51,19,5842.5,Hydro,78.1,Electricity,23.39,-17.53,3.2,88.35
B002558,Commercial,,563.79,15,2877.57,Geothermal,36.05,Electricity,14.31,22.07,7.61,86.01
B002559,Commercial,,160.43,23,14510.92,Hydro,76.18,Electricity,32.85,-12.86,4.06,102.07
B002560,Government,,871.19,12,1570.28,Geothermal,48.41,Electricity,14.13,7.13,6.32,59.4
B002561,Residential,2014.0,60.82,2,2230.93,Wind,88.91,Electricity,48.5,11.53,3.18,115.34
B002562,Residential,,74.21,0,1098.28,Solar,97.66,Electricity,28.15,26.3,7.38,44.15
B002563,Government,1940.0,406.07,5,11946.19,,46.59,Electricity,34.66,6.67,8.81,55.77
B002564,Commercial,,222.95,14,10160.68,Hydro,75.09,Mixed Sources,41.24,24.88,0.43,40.62
B002565,Residential,,207.23,14,8655.25,Wind,31.5,Electricity,14.37,11.07,10.26,0.64
B002566,Residential,,39.89,17,4672.6,Solar,85.15,Electricity,20.58,19.21,0.74,43.39
B002567,Commercial,,190.16,6,2283.32,Solar,92.62,Electricity,25.26,10.17,7.1,100.42
B002568,Government,1988.0,85.71,3,16253.81,Hydro,41.39,Electricity,49.1,12.04,11.65,119.33
B002569,Residential,,41.11,2,8499.3,Wind,75.86,Biomass,21.89,-14.82,2.98,113.33
B002570,Educational,2005.0,397.44,19,1420.4,Geothermal,28.69,Electricity,36.36,37.65,1.29,110.01
B002571,Educational,,326.11,5,14061.92,Wind,47.71,Electricity,43.51,37.54,9.78,52.72
B002572,Residential,,64.98,10,9875.99,Solar,51.08,Mixed Sources,24.74,32.95,7.36,114.33
B002573,Hospitality,,384.99,20,9121.24,Solar,95.18,Electricity,19.07,26.56,5.27,96.62
B002574,Residential,,49.0,3,3562.9,Wind,55.59,Biomass,12.91,10.17,2.19,21.11
B002575,Residential,,46.4,9,4108.01,Solar,97.81,Mixed Sources,33.73,9.79,0.91,10.23
B002576,Residential,,286.98,19,12007.99,Wind,41.15,Electricity,9.75,-12.29,6.19,56.72
B002577,Religious,1930.0,1017.49,1,6883.06,Wind,,Electricity,10.65,19.22,2.6,61.34
B002578,Residential,,28.62,17,2557.47,Solar,71.16,Electricity,23.26,41.06,4.74,77.43
B002579,Educational,1993.0,217.85,4,11742.26,Wind,64.62,Electricity,32.12,38.6,10.96,77.8
B002580,Educational,,143.02,14,8902.36,Solar,94.49,Electricity,44.1,-6.77,1.28,16.6
B002581,Educational,1956.0,176.71,17,8336.69,Solar,97.17,Electricity,32.62,43.18,11.42,2.03
B002582,Commercial,,138.32,14,5454.75,Solar,72.1,Electricity,37.1,-11.08,7.03,73.78
B002583,Residential,,78.92,0,9141.56,Solar,89.31,Electricity,18.22,19.91,1.01,50.9
B002584,Healthcare,,42.31,8,4368.8,Wind,31.74,Electricity,22.63,31.76,6.37,52.56
B002585,Commercial,,274.79,10,5190.72,Hydro,71.28,Biomass,23.44,24.4,4.0,82.72
B002586,Hospitality,1965.0,242.2,11,7727.49,Hydro,50.17,Electricity,32.4,41.32,10.29,104.66
B002587,Commercial,1984.0,1137.1,18,7158.34,Solar,55.69,Biomass,13.04,15.43,6.22,111.3
B002588,Residential,,246.69,9,11005.64,Wind,77.09,Electricity,11.56,42.28,2.45,116.56
B002589,Residential,,32.14,5,4711.93,Hydro,71.58,Mixed Sources,48.44,-19.29,10.27,14.0
B002590,Government,,231.06,23,10109.31,Wind,49.29,Electricity,17.93,-6.31,0.68,75.03
B002591,Retail,,1187.7,14,17020.01,Hydro,58.68,Electricity,12.62,38.5,9.05,24.43
B002592,Commercial,,546.78,8,6174.6,Solar,99.47,Electricity,19.53,28.43,11.78,76.48
B002593,Residential,,28.4,20,9927.33,,98.1,Biomass,29.58,20.36,3.75,119.31
B002594,Residential,,24.37,10,10791.18,Wind,35.57,Electricity,26.53,16.04,6.28,
B002595,Residential,,19.27,16,12945.74,Hydro,64.53,Electricity,34.95,17.0,8.04,60.39
B002596,Healthcare,2010.0,21.21,4,1888.71,Solar,70.79,Electricity,27.47,31.58,1.4,25.38
B002597,Recreational,,496.74,13,5975.1,Wind,76.37,Biomass,16.38,34.19,8.09,17.26
B002598,Residential,,31.37,4,12376.95,Hydro,79.28,Biomass,42.31,25.72,3.55,12.04
B002599,Residential,,71.17,22,6607.74,Solar,83.47,Electricity,31.48,-17.48,10.51,87.57
B002600,Hospitality,,258.34,13,2695.73,Geothermal,22.6,Electricity,43.83,29.65,7.44,59.59
B002601,Retail,,426.69,8,4786.67,Geothermal,48.56,Electricity,32.7,24.75,4.53,103.25
B002602,Commercial,,71.84,7,3026.7,Biomass,29.81,Biomass,42.82,7.96,3.09,108.91
B002603,Residential,,18.66,0,3952.3,Geothermal,58.68,Electricity,47.63,-18.56,8.65,
B002604,Educational,,574.29,13,18289.21,Hydro,59.71,Electricity,8.56,39.4,9.28,43.44
B002605,Commercial,2002.0,55.69,18,17579.28,Hydro,44.57,Electricity,44.32,18.22,4.97,4.73
B002606,Residential,,62.62,11,11626.6,Wind,57.09,Electricity,25.77,27.48,8.42,30.5
B002607,Retail,,555.46,3,7914.2,Hydro,54.05,Electricity,23.29,-18.4,11.4,
B002608,Commercial,,55.64,10,16821.24,Hydro,72.73,Electricity,41.88,10.19,3.22,17.3
B002609,Recreational,,545.4,7,7235.82,Wind,64.78,Electricity,25.72,38.08,0.72,81.28
B002610,Commercial,,815.47,17,9405.93,Solar,67.03,Biomass,14.77,33.38,1.3,71.91
B002611,Hospitality,,269.2,1,8342.29,Solar,63.84,Electricity,48.46,-14.27,0.22,110.48
B002612,Commercial,2004.0,819.31,5,6300.79,Solar,57.81,Electricity,16.36,-14.95,1.23,27.47
B002613,Commercial,,86.64,7,11096.04,Hydro,58.89,Electricity,28.34,32.97,4.06,97.62
B002614,Commercial,,349.26,14,3716.82,Biomass,40.18,Mixed Sources,21.46,0.71,7.83,32.2
B002615,Industrial,,626.99,14,6240.36,Solar,74.27,Electricity,22.82,19.56,7.85,113.96
B002616,Residential,2011.0,26.44,11,9454.21,Solar,,Mixed Sources,47.66,-5.21,10.64,77.96
B002617,Recreational,,357.89,18,8490.51,Solar,71.1,Electricity,33.85,19.81,7.73,42.83
B002618,Educational,,253.92,23,12315.83,Wind,64.84,Electricity,22.8,31.06,1.35,108.73
B002619,Residential,1962.0,175.01,0,9692.2,,,Biomass,15.24,-8.56,1.88,22.18
B002620,Residential,,25.52,5,2104.48,Hydro,64.39,Biomass,31.02,6.33,0.04,60.07
B002621,Industrial,,788.85,20,9592.53,Solar,91.7,Mixed Sources,14.86,20.13,9.56,61.65
B002622,Residential,,69.58,19,4180.66,Hydro,77.56,Electricity,13.79,-14.15,10.1,89.28
B002623,Commercial,,589.14,19,6204.25,Solar,95.27,Electricity,20.07,-6.42,5.44,8.89
B002624,Educational,,324.39,22,14275.12,Wind,59.79,Mixed Sources,18.8,33.5,4.48,69.51
B002625,Educational,,741.24,14,9111.73,Solar,73.8,Electricity,5.59,35.39,0.03,7.15
B002626,Commercial,,143.54,14,1838.63,,95.89,Electricity,42.87,42.79,9.08,92.77
B002627,Industrial,,264.93,12,5216.4,Wind,39.89,Biomass,46.2,-0.54,11.4,104.81
B002628,Educational,,357.21,17,0.0,None,,Natural Gas,24.9,-5.23,7.19,62.28
B002629,Recreational,,322.07,21,5301.45,Solar,76.86,Electricity,39.05,6.48,0.17,104.98
B002630,Commercial,1998.0,591.25,0,2618.18,Geothermal,34.13,Biomass,5.93,-12.08,6.28,25.85
B002631,Residential,1991.0,80.24,0,4793.58,Solar,58.13,Mixed Sources,20.99,13.98,11.04,10.55
B002632,Commercial,,63.9,17,4997.52,Hydro,77.69,Electricity,41.11,36.83,2.58,78.69
B002633,Healthcare,,119.47,11,4435.73,,32.39,Electricity,9.37,9.55,11.02,24.9
B002634,Residential,,111.21,4,11096.19,Wind,59.08,Biomass,20.65,-8.85,7.9,114.7
B002635,Residential,,43.75,16,10266.66,Wind,44.82,Electricity,13.47,20.01,3.64,41.72
B002636,Commercial,,199.4,6,6666.6,Solar,59.45,Electricity,41.28,7.23,11.49,87.26
B002637,Healthcare,1998.0,34.16,3,5650.48,Wind,41.34,Electricity,27.98,-1.58,0.12,52.0
B002638,Residential,2014.0,57.67,9,1045.54,Wind,74.38,Electricity,30.88,-15.83,9.9,113.33
B002639,Industrial,,517.34,21,3202.09,Solar,51.74,Electricity,32.47,7.62,2.77,67.88
B002640,Residential,,40.25,7,13033.77,Wind,52.78,Electricity,32.52,16.75,11.42,79.43
B002641,Residential,,18.53,11,11270.56,Hydro,49.9,Electricity,41.63,24.18,8.82,25.48
B002642,Residential,,21.88,15,8026.82,Wind,62.66,Biomass,36.6,22.8,10.68,40.19
B002643,Residential,,48.77,18,6412.18,Wind,79.27,Electricity,22.25,28.04,2.61,41.53
