SensorID,SensorLocation,Pollutant_PM2.5_µg/m³,Pollutant_PM10_µg/m³,Pollutant_O3_ppb,Pollutant_NO2_ppb,Pollutant_CO_ppm,Pollutant_SO2_ppb,UrbanVegetationArea_m2,Humidity_%,AirTemperature_C,EnergySavingTechnology,AnnualEnergySavings_%,PopulationDensity_people/km²,RetrofitData,RenewableEnergyPercentage_%,AnnualEnergyConsumption_kWh,GreenSpaceIndex_%,HistoricPollutantLevels,Country,AQI_Index
S001570,Rural,41.73,101.262,45.99,26.965,2.295,14.463999999999999,6951.92,31.28,6.41,Solar Panels,33.55,118.86,No,32.7,10453.54,12.29,224.03,Laos,47.49
S001571,Industrial Area,238.0,75.07,17.32,127.82,21.09,24.09,,79.3,-3.68,LED Lighting,8.21,1241.24,Yes,5.39,26607.75,31.12,78.88,Indonesia,128.91
S001572,Rural,95.605,18.276,21.021,64.655,14.265,23.416,9842.57,47.57,-6.75,Solar Panels,6.92,55.51,Yes,,27594.74,57.79,57.85,South Korea,54.11
S001573,Industrial Area,195.56,147.41,38.62,12.82,18.29,51.32,842.64,46.85,10.89,Efficient HVAC,24.55,1540.82,Yes,27.13,22226.17,10.37,238.47,Bhutan,119.18
S001574,Industrial Area,60.41,112.72,192.19,72.27,5.0,35.25,530.7,54.31,-5.63,Solar Panels,14.41,1736.82,No,14.73,40543.93,26.69,227.37,Laos,85.03
S001575,Rural,48.595,209.256,135.142,5.0,22.295,17.408,6545.49,56.900000000000006,-6.28,Efficient HVAC,29.78,220.87,Yes,37.36,16082.59,31.76,202.68,Turkmenistan,85.16
S001576,Rural,19.47,124.75199999999998,23.240000000000002,5.0,18.575,31.6,8852.31,48.04,15.38,Solar Panels,29.41,204.26,No,49.54,33165.63,15.51,259.24,Vietnam,40.16
S001577,Rural,9.965,77.43599999999999,57.742999999999995,56.075,18.71,9.028,7961.85,37.55,32.18,Solar Panels,21.82,174.85,Yes,13.42,31133.61,59.3,55.28,Singapore,36.06
S001578,Industrial Area,187.17,169.12,153.16,44.83,38.59,59.04,,61.57,26.88,Efficient HVAC,37.93,585.61,No,33.66,42406.82,46.66,235.49,Brunei,142.96
S001579,Rural,77.13,120.04199999999999,57.33,45.445,12.135,17.62,,53.92,22.46,,34.89,132.53,No,48.81,8077.9,14.29,72.25,Singapore,70.1
S001580,Suburban,240.84,192.33,37.28,33.9,22.45,23.45,5966.66,43.970000000000006,26.79,Efficient HVAC,10.5,984.18,Yes,2.06,33864.78,28.67,90.47,Afghanistan,147.2
S001581,Industrial Area,37.88,229.72,47.66,8.9,35.1,16.86,888.78,75.27,20.09,Solar Panels,7.93,1168.41,Yes,1.3,34565.66,16.23,96.81,Kazakhstan,73.49
S001582,Rural,67.81,44.472,67.312,68.705,13.23,22.784000000000002,6032.07,56.71,26.07,,26.98,167.78,No,13.37,20635.01,57.69,96.4,Mongolia,55.45
S001583,Industrial Area,35.73,213.53,192.16,119.82,16.34,21.57,1208.02,61.470000000000006,26.71,Efficient HVAC,11.44,1868.34,Yes,19.1,31651.86,23.85,215.38,Pakistan,100.52
S001584,Industrial Area,36.98,96.68,77.81,140.69,1.21,25.44,1442.21,52.3,9.55,Efficient HVAC,33.46,1872.9,No,39.23,36471.81,56.08,151.42,Kazakhstan,61.26
S001585,Industrial Area,205.89,48.08,30.82,36.56,14.18,95.59,743.89,55.07,22.76,Solar Panels,13.54,,Yes,6.53,25035.44,59.17,196.61,Timor-Leste,106.45
S001586,Rural,37.97,13.404,10.0,33.875,3.56,13.432,8948.78,55.91,32.55,Solar Panels,20.63,122.38,Yes,30.25,33279.24,28.62,61.88,Nepal,23.78
S001587,Urban,192.07,252.57,189.11,22.43,11.57,46.71,1769.27,44.92,-6.34,Efficient HVAC,13.39,1855.98,Yes,2.68,13190.8,20.39,89.21,Thailand,161.44
S001588,Urban,193.61,255.68,173.28,48.41,9.49,79.38,2295.5,44.45,18.27,Solar Panels,10.83,3024.92,No,5.95,33948.2,35.35,293.6,Cambodia,164.33
S001589,Suburban,43.02,201.14,99.38,146.69,49.08,36.72,,70.03,10.61,Solar Panels,31.17,352.81,Yes,31.57,19575.0,10.91,100.06,Tajikistan,93.76
S001590,Urban,216.36,95.75,162.84,144.3,43.4,16.6,747.37,57.690000000000005,-1.09,Efficient HVAC,16.26,4984.39,Yes,21.48,38836.77,40.04,262.45,Turkmenistan,149.72
S001591,Industrial Area,16.9,235.74,124.3,107.37,46.7,89.9,,43.900000000000006,16.36,LED Lighting,35.26,1451.05,Yes,,18461.3,13.29,210.54,Laos,92.45
S001592,Industrial Area,178.05,271.98,61.08,28.48,18.71,60.26,,40.970000000000006,-1.58,Solar Panels,39.77,1330.54,No,40.4,19608.49,20.99,175.58,Turkmenistan,142.51
S001593,Suburban,138.75,136.44,147.79,45.71,28.01,49.32,,62.2,10.93,Solar Panels,24.74,,Yes,29.7,18919.16,55.33,256.16,Georgia,114.79
S001594,Industrial Area,211.82,89.38,33.33,104.84,44.78,16.07,1232.87,81.47,-5.33,Solar Panels,24.99,1893.31,Yes,14.9,28526.04,10.57,284.88,Kazakhstan,123.37
S001595,Urban,30.19,40.4,63.06,77.49,16.8,64.2,2161.89,44.99,3.1,Efficient HVAC,25.85,3347.66,Yes,21.57,16437.01,44.46,112.39,Cambodia,42.25
S001596,Urban,71.24,339.59,35.19,47.52,34.99,3.61,2234.02,66.84,4.48,Solar Panels,5.68,,Yes,2.05,48491.73,14.74,78.61,Afghanistan,110.12
S001597,Urban,156.4,268.39,163.38,56.58,15.98,54.93,2350.5,58.07,22.47,LED Lighting,10.61,2334.11,No,19.95,34593.29,40.57,107.65,Kazakhstan,150.75
S001598,Rural,50.62,119.94,38.275999999999996,45.59,7.36,38.6,5242.94,74.96,11.8,LED Lighting,27.86,237.49,Yes,20.72,8788.59,55.77,254.25,Myanmar,57.2
S001599,Rural,51.63,10.469999999999999,139.839,73.15,22.425,36.148,8006.0,64.05,21.33,Solar Panels,23.47,,Yes,42.0,14911.9,37.67,185.03,Brunei,55.09
S001600,Rural,117.555,91.66799999999999,121.93299999999999,71.885,3.08,36.232,7819.25,51.65,2.14,Efficient HVAC,10.85,131.95,No,25.74,16806.94,12.41,293.08,Yemen,92.95
S001601,Urban,66.08,124.03,156.86,70.98,24.99,28.05,1785.56,77.47,16.21,LED Lighting,35.98,2762.34,Yes,42.78,18250.67,21.28,88.13,Azerbaijan,85.77
S001602,Rural,65.405,209.934,71.225,13.86,11.25,8.516,5953.49,54.02,2.78,,27.64,232.18,No,49.31,27252.95,14.02,196.21,China,81.77
S001603,Urban,190.41,60.32,54.12,129.94,1.38,83.64,,50.43,0.81,Solar Panels,7.12,2397.55,No,0.02,33873.67,16.88,261.84,Kazakhstan,113.66
S001604,Suburban,34.71,281.44,154.49,20.34,34.57,70.76,5841.77,73.88,30.63,Efficient HVAC,5.1,748.71,No,6.9,9017.51,45.29,183.36,Yemen,102.37
S001605,Rural,98.545,107.43599999999999,126.68599999999998,31.785,24.255,11.024000000000001,9132.22,65.58,13.76,Solar Panels,7.37,182.2,No,5.12,45134.83,29.32,55.25,South Korea,86.06
S001606,Rural,43.975,104.712,13.411999999999999,59.315,20.585,6.844,,64.06,3.64,Solar Panels,27.7,298.19,Yes,29.01,38246.44,58.75,239.74,China,48.88
S001607,Industrial Area,77.69,136.63,115.19,109.13,38.7,9.31,,51.07,20.84,,14.26,,Yes,23.47,17418.5,10.48,259.67,Malaysia,90.93
S001608,Rural,103.65,67.272,91.46899999999998,8.305,24.885,31.656000000000002,7901.83,68.48,15.75,LED Lighting,23.38,292.01,No,49.16,9530.34,25.22,59.01,Tajikistan,73.54
S001609,Rural,18.395,81.16799999999999,109.64099999999999,73.965,7.685,13.948,6215.12,33.02,25.89,Solar Panels,27.37,59.68,Yes,15.27,6219.93,44.41,262.39,Nepal,48.9
S001610,Industrial Area,92.47,186.51,63.23,136.15,42.13,41.1,1315.46,71.57,0.51,Insulation,32.53,,Yes,35.5,41738.0,13.39,55.27,Nepal,103.66
S001611,Urban,115.6,180.99,37.87,81.15,46.2,6.3,739.61,77.0,23.27,Solar Panels,11.16,1331.18,No,19.89,45229.26,37.13,223.67,Singapore,101.17
S001612,Industrial Area,226.36,248.29,111.51,71.22,46.09,99.38,521.51,69.35,7.13,,14.12,994.69,Yes,24.2,45276.06,55.83,245.3,Pakistan,173.63
S001613,Industrial Area,22.03,162.62,29.69,98.35,28.95,67.75,1115.17,31.84,-3.27,Solar Panels,29.31,1482.76,No,44.05,14855.59,52.45,259.56,Azerbaijan,61.91
S001614,Rural,21.95,202.746,10.0,51.06,5.61,28.904000000000003,5924.81,71.42,29.54,Solar Panels,28.39,78.19,No,22.75,26683.5,37.53,112.22,Indonesia,57.94
S001615,Industrial Area,24.24,89.69,112.5,112.42,27.31,72.59,,72.69,21.76,Solar Panels,17.29,1841.24,Yes,21.19,43639.63,21.85,95.73,Bhutan,62.11
S001616,Rural,79.255,181.77599999999998,135.72299999999998,52.485,12.23,38.256,8043.64,47.7,31.28,Insulation,24.7,288.25,Yes,17.3,10450.28,52.18,139.72,China,96.8
S001617,Rural,41.295,47.274,95.41,7.97,23.735,6.18,9616.37,76.53,20.97,Solar Panels,22.59,156.37,No,27.64,8421.62,35.79,127.41,Brunei,43.76
S001618,Urban,164.95,178.4,190.74,53.68,14.55,74.86,1460.03,75.71,-2.38,Solar Panels,12.11,3363.41,No,,15461.09,54.7,277.54,India,140.84
S001619,Industrial Area,147.97,14.9,31.84,121.11,13.28,17.31,698.54,31.36,-2.15,Efficient HVAC,10.1,1355.46,Yes,4.18,32525.73,11.56,77.87,Yemen,81.25
S001620,Rural,8.905,54.72,45.492999999999995,6.71,24.605,4.98,6905.53,44.99,31.6,LED Lighting,9.32,155.17,No,9.82,33730.59,14.02,195.8,Myanmar,24.71
S001621,Urban,167.59,23.7,77.38,7.38,12.97,2.93,,67.65,-4.38,Solar Panels,11.01,3927.61,No,6.67,24611.84,18.98,117.46,Mongolia,85.56
S001622,Rural,42.85,77.022,68.341,71.105,7.725,7.46,,50.75,29.3,Solar Panels,11.34,,Yes,25.21,8918.83,15.33,223.95,Maldives,51.05
S001623,Urban,154.27,254.31,129.05,63.52,22.14,33.98,,77.24,2.49,Efficient HVAC,11.1,4852.99,Yes,9.64,49753.05,16.3,130.05,Philippines,142.19
S001624,Industrial Area,240.75,229.24,199.61,17.55,34.11,25.43,1466.47,64.73,17.39,,37.68,662.54,Yes,44.89,41979.66,34.41,273.09,India,178.53
S001625,Urban,129.8,12.79,186.35,47.3,25.01,78.56,,60.52,30.5,Solar Panels,29.92,1994.23,No,34.83,44554.93,42.55,168.11,Yemen,93.59
S001626,Urban,64.93,63.16,149.34,123.73,8.18,12.76,914.27,38.21,23.76,Solar Panels,22.97,2420.22,Yes,44.17,26481.27,55.39,254.68,Pakistan,74.83
S001627,Urban,214.39,117.46,98.25,51.82,26.98,16.48,550.88,51.11,25.5,Solar Panels,15.13,2269.91,Yes,12.01,33238.24,22.97,253.07,Singapore,132.69
S001628,Rural,21.19,139.78199999999998,90.84599999999999,57.635,10.755,5.332000000000001,6950.26,55.84,-9.22,Efficient HVAC,20.56,144.55,No,45.37,11055.21,48.54,201.94,Maldives,57.16
S001629,Rural,119.275,104.18399999999998,38.416,26.825,22.105,13.912,7789.1,47.97,22.99,LED Lighting,19.04,135.8,No,25.35,19770.46,21.96,260.43,Cambodia,79.9
S001630,Industrial Area,222.09,166.5,79.81,92.71,30.76,97.94,867.1,41.2,13.09,Solar Panels,26.04,1168.41,Yes,14.82,31499.93,34.26,163.68,Kyrgyzstan,151.35
S001631,Industrial Area,114.55,97.33,154.48,103.94,42.24,6.92,879.43,61.41,-0.25,Solar Panels,11.38,1932.37,No,0.68,14245.6,31.59,61.21,Nepal,103.42
S001632,Rural,100.56,198.61799999999997,73.703,36.245,5.515,31.02,,34.54,2.32,Efficient HVAC,14.44,221.34,No,24.61,47786.31,12.07,276.85,Nepal,96.73
S001633,Rural,115.7,109.026,117.684,11.11,17.275,33.652,6140.34,54.02,16.81,Efficient HVAC,8.45,285.3,Yes,2.78,40113.1,14.71,294.58,Cambodia,90.26
S001634,Urban,133.7,293.64,95.18,139.94,27.37,53.88,2145.74,76.77,-5.68,,27.0,4356.91,Yes,,8992.45,42.82,190.14,Kazakhstan,145.91
S001635,Industrial Area,201.71,62.56,75.98,39.69,0.73,19.98,,56.25,-0.51,Solar Panels,20.88,1118.25,No,29.01,27952.63,10.27,244.88,Japan,109.63
S001636,Urban,76.78,11.6,74.02,39.91,3.16,12.63,1060.62,34.89,-2.72,Solar Panels,29.87,1509.62,Yes,40.57,44666.99,51.85,184.32,Pakistan,49.07
S001637,Rural,99.805,85.20599999999999,42.224,21.48,24.83,39.268,9210.34,57.75,4.85,Efficient HVAC,25.15,283.41,Yes,25.33,36464.64,56.6,178.89,Vietnam,69.89
S001638,Industrial Area,110.2,246.89,167.87,133.38,34.39,9.66,772.9,72.91,10.59,LED Lighting,6.97,1115.72,Yes,5.47,35455.13,41.11,211.35,Georgia,135.9
S001639,Industrial Area,53.33,130.3,59.27,120.27,34.11,6.31,,66.28,-9.27,,26.47,920.95,No,36.31,28033.88,51.32,181.89,Uzbekistan,72.04
S001640,Rural,92.03,24.156,127.61699999999999,5.225,7.56,26.1,8888.63,65.32,10.24,LED Lighting,6.94,79.38,No,4.77,8816.36,58.88,50.25,Kyrgyzstan,63.37
S001641,Urban,111.28,313.89,107.19,108.57,16.17,64.73,2891.18,50.18,-2.98,Solar Panels,20.14,4960.25,Yes,12.88,31423.92,5.92,63.18,Philippines,139.08
S001642,Rural,56.065,184.374,47.208,10.265,23.13,23.852000000000004,8397.39,58.4,-8.34,Efficient HVAC,25.72,157.12,Yes,30.05,15697.46,52.65,135.26,China,70.91
S001643,Rural,36.34,101.154,62.909,5.78,21.88,13.116,9151.4,36.07,32.11,Efficient HVAC,13.7,132.58,No,20.89,22268.13,48.68,66.24,Uzbekistan,47.62
S001644,Urban,139.56,200.58,90.63,48.4,19.76,84.71,552.81,54.970000000000006,-2.98,Insulation,31.0,2145.64,No,39.93,28933.04,23.16,285.6,Afghanistan,120.59
S001645,Suburban,102.83,203.6,120.51,13.55,10.47,21.92,3452.28,69.37,9.22,Efficient HVAC,12.38,978.52,Yes,9.11,12754.35,51.64,86.3,Tajikistan,103.43
S001646,Rural,47.495,181.26000000000002,135.39399999999998,10.255,16.88,21.96,7759.09,39.29,24.91,Solar Panels,31.37,69.6,No,43.04,42819.54,53.01,235.85,Timor-Leste,79.37
S001647,Industrial Area,248.71,79.7,83.25,17.27,6.92,4.7,1291.76,59.99,5.42,Efficient HVAC,23.46,1484.42,No,19.87,5612.6,22.7,50.58,Armenia,130.57
S001648,Rural,123.095,40.745999999999995,26.557999999999996,50.96,5.97,9.88,9265.02,47.7,10.12,Efficient HVAC,30.54,,No,,9445.7,52.26,165.42,Laos,67.56
S001649,Urban,62.84,265.06,198.15,38.87,27.55,75.54,2341.54,74.02,21.69,Solar Panels,18.29,4080.49,No,11.76,18511.69,7.22,255.94,Singapore,118.29
S001650,Industrial Area,111.15,316.57,79.94,10.65,16.38,50.06,562.59,84.47999999999999,33.12,LED Lighting,33.89,1415.16,No,35.17,48454.67,32.92,82.65,Georgia,124.97
S001651,Urban,49.2,215.24,22.2,21.89,19.41,72.66,1528.42,73.96,6.37,Efficient HVAC,9.67,3087.27,Yes,5.47,36839.52,45.04,235.33,Brunei,73.82
S001652,Urban,138.61,193.98,121.83,20.4,11.32,21.29,1863.01,37.07,-9.72,Efficient HVAC,35.1,3391.78,Yes,42.32,38865.36,18.09,171.93,Nepal,116.75
S001653,Urban,182.15,326.77,28.81,12.8,36.96,62.44,2271.03,84.17999999999999,-9.86,LED Lighting,35.59,1790.44,No,44.1,7980.85,59.7,284.72,Bhutan,150.63
S001654,Urban,58.17,254.64,172.53,78.9,30.68,17.41,2791.54,87.36999999999999,11.42,,17.41,1762.8,Yes,27.92,19509.73,27.42,53.64,India,111.9
S001655,Urban,48.77,71.82,116.07,81.36,24.01,81.33,2705.88,78.99,31.72,Solar Panels,32.56,3761.99,No,,38580.24,5.13,251.63,Philippines,65.89
S001656,Suburban,15.4,239.97,155.02,88.06,15.04,60.02,3874.14,68.33,27.01,LED Lighting,10.21,712.22,Yes,29.51,41516.68,9.1,77.15,Bhutan,90.72
S001657,Rural,25.625,123.354,49.013999999999996,27.46,9.125,16.332,9130.55,64.03,32.22,Smart Thermostats,33.88,162.19,No,48.98,46848.73,38.32,97.31,Maldives,46.75
S001658,Suburban,249.0,160.92,134.17,48.6,13.88,63.1,,86.13,16.86,Insulation,22.15,409.77,No,38.37,22167.8,45.41,188.34,Philippines,161.31
S001659,Rural,12.415,115.95599999999999,40.501999999999995,65.43,5.32,10.268,,37.79,30.97,Solar Panels,9.68,287.74,No,8.35,40384.12,40.65,171.13,Kazakhstan,41.82
S001660,Rural,38.995,170.934,109.235,6.705,23.965,6.568000000000001,7739.26,61.0,28.08,Solar Panels,25.32,288.85,Yes,47.14,31552.53,50.81,80.92,China,69.57
S001661,Rural,21.9,191.31,102.893,18.645,16.325,30.652,7715.07,65.72,26.94,LED Lighting,13.58,62.2,Yes,4.8,14562.21,9.57,285.46,Laos,67.49
S001662,Industrial Area,50.87,36.12,26.17,21.88,38.49,41.52,663.73,70.48,-0.76,Solar Panels,10.0,1060.78,No,6.57,39602.68,59.05,154.88,Maldives,39.61
S001663,Urban,19.23,102.37,196.77,82.86,31.83,43.11,,38.61,13.72,LED Lighting,7.89,4328.18,Yes,4.09,48540.65,40.93,262.38,Sri Lanka,71.31
S001664,Urban,79.85,197.09,123.2,68.72,36.99,88.22,2636.69,55.23,14.94,LED Lighting,14.7,,No,2.69,37088.14,25.51,140.32,Tajikistan,104.82
S001665,Urban,48.37,177.13,74.87,141.03,17.06,40.22,1835.9,64.58,19.93,LED Lighting,28.59,3445.65,Yes,26.57,8809.44,10.82,73.59,Mongolia,83.82
S001666,Urban,74.71,319.54,137.73,63.55,20.08,65.55,2279.03,47.440000000000005,-9.19,LED Lighting,12.86,4433.73,No,0.91,31605.49,38.16,111.96,Azerbaijan,126.09
S001667,Urban,36.07,307.58,154.75,95.75,23.51,30.42,1484.38,62.480000000000004,5.24,Efficient HVAC,26.66,1327.43,Yes,31.85,20153.16,40.2,186.77,Vietnam,112.6
S001668,Rural,36.745,159.72,135.40099999999998,36.195,15.2,18.16,6997.56,41.77,1.1,LED Lighting,22.62,237.54,No,32.61,23994.01,23.1,258.92,Yemen,73.0
S001669,Industrial Area,6.94,127.4,10.45,127.64,46.74,69.47,967.36,48.84,6.95,,22.44,895.59,No,31.27,39918.43,37.96,253.02,India,50.74
S001670,Rural,59.515,193.70399999999998,122.35299999999998,22.88,23.425,21.584000000000003,8445.69,74.94,28.7,Solar Panels,22.07,212.76,No,41.38,7795.24,19.08,126.01,South Korea,86.61
S001671,Industrial Area,223.76,64.43,113.34,26.16,10.36,9.81,768.87,49.900000000000006,-7.92,LED Lighting,11.22,541.71,Yes,6.29,43449.82,9.83,171.44,Kyrgyzstan,123.53
S001672,Industrial Area,125.15,342.18,158.92,9.59,40.47,9.51,1339.45,72.0,6.27,LED Lighting,14.9,1543.28,No,5.64,20941.94,25.44,71.24,Timor-Leste,147.82
S001673,Rural,75.42,55.998,22.679999999999996,16.87,19.855,32.083999999999996,7293.02,33.14,22.3,Solar Panels,14.24,,Yes,6.05,30539.13,59.19,262.94,China,50.05
S001674,Rural,83.795,74.472,23.947,45.815,18.36,10.208,7565.34,64.68,19.97,LED Lighting,10.59,203.58,No,23.71,11524.24,48.67,94.94,Mongolia,58.93
S001675,Suburban,27.89,60.4,164.38,100.09,10.82,25.3,3724.76,41.03,20.23,Smart Thermostats,33.77,977.86,Yes,,40680.01,49.23,227.43,Kyrgyzstan,60.25
S001676,Rural,99.63,11.304,42.714,38.08,5.76,3.516,6271.49,69.57,9.32,Solar Panels,35.31,214.48,Yes,49.89,35732.06,18.38,114.47,Bhutan,53.08
S001677,Urban,174.72,220.42,25.81,126.3,20.42,4.15,2863.4,65.71,8.5,,12.14,,Yes,27.3,20623.43,52.71,87.81,Yemen,132.72
S001678,Urban,162.21,39.57,109.96,9.07,37.17,25.38,,40.660000000000004,2.84,LED Lighting,12.07,3879.59,No,4.95,12462.67,21.32,92.52,Kazakhstan,95.19
S001679,Urban,127.8,77.08,126.7,30.98,21.11,49.64,,44.1,32.5,Smart Thermostats,21.25,1359.99,Yes,30.43,12264.88,33.42,251.63,Georgia,93.23
S001680,Suburban,159.06,54.51,18.97,40.71,19.63,34.7,3427.14,38.68,21.6,Solar Panels,39.85,445.15,Yes,34.0,13047.84,33.7,241.06,Tajikistan,85.14
S001681,Rural,27.78,163.494,46.312,11.115,24.145,10.752,5591.39,64.81,13.89,LED Lighting,25.83,265.25,No,25.38,34394.51,13.02,281.28,India,54.82
S001682,Urban,175.81,137.26,10.72,50.33,18.86,57.28,2540.9,76.25,6.3,LED Lighting,29.4,,Yes,37.69,5795.19,35.88,257.92,Singapore,109.17
S001683,Suburban,102.91,314.02,113.61,108.3,17.52,14.17,5782.71,68.59,14.17,Smart Thermostats,29.58,808.57,Yes,12.41,43232.81,40.81,161.35,Malaysia,134.3
S001684,Urban,156.94,105.67,166.89,127.88,9.32,33.91,1164.18,69.5,-9.76,Efficient HVAC,23.08,3940.21,No,16.71,42596.58,25.89,96.37,Malaysia,124.36
S001685,Rural,6.6,79.218,85.652,19.265,2.515,5.644,9652.71,38.13,20.6,Solar Panels,25.62,107.39,Yes,49.16,48794.76,15.68,198.85,India,33.79
S001686,Rural,104.785,136.452,50.20399999999999,20.395,9.405,4.14,7173.09,64.66,-8.59,Solar Panels,24.04,225.54,Yes,35.2,25744.25,52.45,137.58,Myanmar,79.92
S001687,Urban,169.23,309.37,194.67,11.45,18.55,92.87,1895.47,44.400000000000006,10.44,Solar Panels,24.95,3958.62,No,28.32,38080.42,13.39,159.51,Brunei,166.41
S001688,Rural,88.79,16.566,110.60699999999999,68.575,12.695,14.948,5166.28,32.65,25.33,Efficient HVAC,22.95,82.49,Yes,16.44,27193.29,59.85,90.28,Japan,64.29
S001689,Urban,186.34,215.42,78.88,141.59,2.96,62.46,1272.18,87.94999999999999,29.05,Solar Panels,10.63,1360.2,No,23.46,31097.85,36.12,178.7,Vietnam,147.03
S001690,Urban,182.87,32.8,127.74,20.76,19.27,44.79,627.43,49.370000000000005,-7.02,LED Lighting,26.46,4737.86,No,17.01,24018.73,28.91,104.02,Thailand,105.11
S001691,Urban,226.31,283.67,117.46,144.44,31.79,75.93,2607.9,66.33,-0.15000000000000036,,12.54,4508.34,Yes,6.42,28393.99,50.99,57.91,Turkmenistan,186.3
S001692,Urban,91.46,217.16,34.28,59.31,22.63,69.33,2726.08,50.57,0.5,Solar Panels,12.79,2067.18,No,12.09,26531.73,9.59,147.7,Afghanistan,96.82
S001693,Urban,246.31,271.11,98.49,57.82,7.5,9.73,,74.0,-3.39,,12.25,2329.48,No,7.05,36086.07,48.52,110.02,Laos,174.54
S001694,Urban,185.41,181.42,68.18,43.07,46.37,87.63,2517.0,39.82,-1.53,LED Lighting,32.56,4163.47,No,43.33,37472.67,25.73,142.9,Myanmar,134.0
S001695,Urban,51.78,131.56,57.29,35.27,19.13,72.73,,70.8,27.14,LED Lighting,11.6,4353.07,No,27.11,10466.82,35.4,68.54,Vietnam,64.69
S001696,Industrial Area,211.87,317.04,65.81,28.02,8.05,5.83,,78.92999999999999,2.48,Efficient HVAC,25.72,1209.63,No,23.41,23495.95,28.56,97.56,Kyrgyzstan,161.93
S001697,Industrial Area,44.14,216.42,38.01,79.29,30.34,54.33,1163.77,71.24,33.76,LED Lighting,10.81,873.35,Yes,18.38,26863.17,12.08,133.95,Georgia,80.32
S001698,Rural,120.97,136.398,77.53899999999999,28.32,18.865,15.408000000000001,7531.89,44.25,20.83,Smart Thermostats,10.45,190.84,Yes,8.21,42320.68,50.92,65.11,Afghanistan,92.79
S001699,Industrial Area,244.89,315.33,43.04,81.25,38.59,37.09,,75.11,-6.07,,6.36,1989.05,No,9.12,42827.01,38.91,51.24,Yemen,181.32
S001700,Industrial Area,43.62,86.37,24.13,55.98,2.08,40.65,1137.24,43.13,0.64,LED Lighting,34.85,997.02,No,33.57,39278.33,19.24,191.27,Uzbekistan,46.18
S001701,Rural,106.27,186.786,120.008,5.0,18.825,16.236,,76.33,-6.95,LED Lighting,27.8,110.9,Yes,21.51,46084.56,52.92,203.82,South Korea,101.06
S001702,Urban,72.54,181.64,180.57,102.47,9.25,36.51,947.73,70.99,28.32,Solar Panels,7.13,2901.86,No,5.39,13400.33,51.13,124.55,Singapore,105.43
S001703,Rural,60.925,37.542,29.246,47.655,12.68,3.18,5036.12,42.82,-2.34,Solar Panels,15.45,137.47,Yes,17.92,18653.93,20.57,220.94,Mongolia,42.46
S001704,Urban,165.77,248.44,54.61,66.86,36.84,93.37,2661.42,53.010000000000005,-3.73,Efficient HVAC,31.45,4293.9,Yes,39.88,6972.82,59.48,150.38,Singapore,139.23
S001705,Rural,51.58,157.80599999999998,12.908,15.76,7.765,3.208,6272.3,71.47,-0.83,Solar Panels,33.04,75.95,No,46.12,31060.79,25.26,292.56,Indonesia,56.64
S001706,Industrial Area,249.99,163.89,12.1,33.58,35.46,77.9,1293.72,71.83,33.32,LED Lighting,35.24,604.18,Yes,40.61,31061.53,12.2,190.41,Timor-Leste,145.39
S001707,Rural,123.37,97.074,20.314,27.405,15.755,5.0840000000000005,,38.91,-1.99,Solar Panels,21.46,202.29,Yes,22.96,31408.07,42.24,161.21,South Korea,76.38
S001708,Rural,40.815,24.671999999999997,11.2,52.04,18.53,6.88,6580.23,41.97,27.63,Solar Panels,10.47,55.38,No,28.92,25725.46,13.22,272.06,Brunei,30.34
S001709,Urban,34.17,251.22,146.98,80.33,17.15,51.04,2936.12,41.74,-6.17,Solar Panels,24.71,4216.93,Yes,48.35,10998.88,17.03,78.42,Myanmar,98.26
S001710,Urban,153.73,64.89,79.55,48.22,21.74,23.75,2787.7,56.07,15.72,Solar Panels,23.54,1171.91,No,49.88,39790.44,22.12,150.5,Kazakhstan,94.59
S001711,Rural,105.345,22.2,53.339999999999996,40.175,23.1,26.924000000000003,,66.04,16.11,,12.11,97.25,No,29.21,8320.53,47.94,169.34,Sri Lanka,62.25
S001712,Rural,74.78,150.366,21.861,50.465,2.71,30.732,7043.9,79.04,15.97,Solar Panels,23.56,139.25,Yes,47.85,5158.47,8.18,239.07,Bhutan,70.12
S001713,Rural,102.375,165.05399999999997,42.28699999999999,66.475,19.535,7.668000000000001,6141.02,49.92,19.03,Efficient HVAC,29.39,169.29,No,49.42,10267.54,38.38,101.27,Indonesia,89.29
S001714,Suburban,140.28,301.4,194.72,76.35,44.93,67.33,5574.69,82.61,-5.96,Efficient HVAC,29.73,748.25,No,,17804.88,42.17,223.93,Maldives,161.09
S001715,Urban,150.2,258.23,159.67,19.9,41.76,74.6,2905.21,48.61,1.43,LED Lighting,26.79,1817.04,Yes,40.89,18251.77,30.5,272.17,Bhutan,145.57
S001716,Urban,33.66,98.35,138.2,63.54,5.73,93.25,2079.88,43.26,21.71,LED Lighting,12.11,,Yes,0.19,8081.88,20.56,196.36,Malaysia,65.45
S001717,Urban,126.99,163.86,84.91,86.19,37.24,24.44,1193.8,51.59,33.93,Solar Panels,23.09,1995.54,No,42.01,40734.0,5.78,220.46,Kazakhstan,109.87
S001718,Suburban,216.74,249.93,94.55,103.09,27.02,26.5,6702.81,74.28,13.98,Solar Panels,10.83,937.45,Yes,,27302.27,14.37,125.6,Nepal,165.2
